"Toll Brothers - Space Statistics"
"User","apiselli@tollbrothers.com"
"Last refreshed","2025-03-11"
"Timeframe","Lifetime"

"Space name","Space Details URL","Parent folder name","Internal ID","Presented By","Contact name","Address","Public status","Deleted status","Created Date","Impressions","Visits","Unique Visitors"
"Regency at Montaine Community Clubhouse","https://my.matterport.com/models/gYVtzK8NtFN","Amenities","Regency at Montaine Community Clubhouse 4202","Toll Brothers","","273 Alumroot St, Castle Rock, CO, 80104, US","Public","Not Deleted","2022-06-20","9290","4530","3221"
"Casella Grande","https://my.matterport.com/models/gzvaWjhQieu","Model Homes","Casella-6L4, Cordillera-7578","","","11841 Stone Run Ave, Las Vegas, NV, 89138, US","Public","Not Deleted","2023-01-31","25782","15201","11008"
"The Wynngate Spanish Colonial","https://my.matterport.com/models/H42xtHVErmt","QMI - Unstaged Homes","Wynngate 24J, Royal Cypress Preserve 3447","Toll Brothers","","10704 Royal Cypress Way, Orlando, FL, 32836, US","Public","Not Deleted","2020-07-04","1307","1035","806"
"The Joliet Transitional","https://my.matterport.com/models/h6v1mCFwQ1f","Model Homes","Joliet 5PJ, Regency at Avenir - Palms Collection 4447","Toll Brothers","","9862 Regency Way, Palm Beach Gardens, FL, 33412, US","Public","Not Deleted","2021-12-25","16656","9790","6872"
"The Jennings Coastal","https://my.matterport.com/models/h7FGSdg3HST","Model Homes","Jennings 5J1, Watermark at Avenir 4336","Toll Brothers","","9373 Crestview Circle, Palm Beach Gardens, FL, 33412, US","Public","Not Deleted","2020-09-16","29586","18090","9837"
"Peyton Transitional","https://my.matterport.com/models/H7RB9rqyuNW","QMI - Unstaged Homes","Peyton 74H - Southlake Meadows 8050","Toll Brothers","","904 Jamestown, Southlake, TX,, US","Public","Not Deleted","2022-07-27","107","98","75"
"The Vinland Elite Berkshire","https://my.matterport.com/models/H9vQ9N642kg","Model Homes","Vinland Elite 6EN, Reserve at Emerson Farm - Carriages 4527","Toll Brothers","","3091 Street Rd, Warrington, PA, 18976, US","Public","Not Deleted","2021-09-09","14584","5967","3968"
"The Kind Model","https://my.matterport.com/models/HaRUJAPadHd","HUB Model Homes","Kind 6U0, Carriages at Berkeley 4543","Toll Brothers","","1 Peacock Ln, Berkeley Heights, NJ, 07922, US","Public","Not Deleted","2022-11-19","7","7","5"
"Santiam Shingle","https://my.matterport.com/models/hch6wrHCNBz","QMI - Staged Homes","Santiam Shingle 5E0, Toll Brothers at Camas Meadows 4629","Toll Brothers","","3928 NW 62nd Cir, Camas, WA, 98607, US","Public","Not Deleted","2022-06-20","620","402","280"
"Montech Transitional","https://my.matterport.com/models/hCi1XqKcQ2Q","Model Homes","Montech 6XM, Toll Brothers at Bella Collina - Vista 7795","","","16647 Arezo Ct, Montverde, FL, 34756, US","Public","Not Deleted","2022-06-29","28596","18736","11054"
"The Bartley Country Manor","https://my.matterport.com/models/Hcw9hiSP9Qq","QMI - Unstaged Homes","Bartley 4HL, Villages at Chester Springs 1504","Toll Brothers","","64 Sassafras Lane, Chester Springs, PA, 19425, US","Public","Not Deleted","2020-04-17","6536","2892","1634"
"The Valmarana Italianate","https://my.matterport.com/models/hDAapv69DUG","QMI - Staged Homes","Valmarana 4GW, Mira Villa 4150","Toll Brothers","","9125 Las Manaitas Ave, Las Vegas, NV, 89144, US","Public","Not Deleted","2021-02-24","18026","10666","8186"
"The Collins","https://my.matterport.com/models/HDJRB7eWyhk","QMI - Unstaged Homes","Collins 3W1, Orchard Creek - Garden 4264","Toll Brothers","","3809 E Huntly St, Meridian, ID, 83642, US","Public","Not Deleted","2021-05-20","790","525","378"
"The Colfax Italianate","https://my.matterport.com/models/He5YzFsSdVC","Model Homes","Colfax 62V, Skyline 4436","Toll Brothers","","3908 Skyline Drive, Rocklin, CA, 95677, US","Public","Not Deleted","2020-10-20","81282","47046","27036"
"The Captiva Modern Coastal","https://my.matterport.com/models/HeA4cESgAhS","QMI - Unstaged Homes","Captiva 26G, Edison - Heritage 4386","Toll Brothers","","10015 Exhibition Circle, Jacksonville, FL, 32256, US","Public","Not Deleted","2020-04-11","840","404","234"
"The Collins Cascade","https://my.matterport.com/models/hED3sc27gGn","QMI - Unstaged Homes","Collins 3W1, Carriage Hill West - Garden 4343","Toll Brothers","","12855 S Milazzo Way, Nampa, ID, 83686, US","Public","Not Deleted","2021-11-14","1220","779","556"
"The Waylen Newhaven","https://my.matterport.com/models/hEGPnP3HGMf","Model Homes","Waylen 4XW, Enclave at The Promenade 4051","Toll Brothers","","709 Arcade Way, Dresher, PA, 19025, US","Public","Not Deleted","2020-08-27","13824","7481","4039"
"The Westridge","https://my.matterport.com/models/hFJgPoWxbet","QMI - Staged Homes","Westridge 235, Enclave at Ocean 3357","Toll Brothers","","920 Green Grove Road, Ocean Township, NJ, 07712, US","Public","Not Deleted","2020-06-30","40928","18063","12243"
"The Caldwell Modern Craftsman","https://my.matterport.com/models/HFumwcy2djt","Model Homes","Caldwell 6NX, Regency At Folsom Ranch - Shasta Coll. 4389","Toll Brothers","","3561 Olive Orch Dr, Folsom, CA, 95630, US","Public","Not Deleted","2022-03-30","24599","15178","9967"
"The Dundee Farmhouse","https://my.matterport.com/models/HfVDQ9p9Bcc","QMI - Unstaged Homes","Dundee with Basement 6CT, Cedar Mill Landing 7549","Toll Brothers","","11566 NW Kearney Street, Portland, OR, 97229, US","Public","Not Deleted","2021-07-13","1092","691","451"
"Regency at Waterside Clubhouse","https://my.matterport.com/models/HfxDpLyP8WQ","Amenities","","Toll Brothers","","1192 Wythe Blvd, Ambler, PA, 19002, US","Public","Not Deleted","2022-07-21","19011","9483","6342"
"Colton Modern 59","https://my.matterport.com/models/hGJAQpYnDRY","HUB Model Homes","Colton 57Z, Whitewing at Whisper Ranch 4181","Toll Brothers","","19779 E Vallejo Queen, Creek, AZ, 85142, US","Public","Not Deleted","2022-11-03","16","15","8"
"Calistoga Farmhouse","https://my.matterport.com/models/HhgtbAMd9en","Model Homes","Calistoga 5K3, Sterling Grove - Sonoma 4184","Toll Brothers","","17686 W Wildwood St, Surprise, AZ, 85388, US","Public","Not Deleted","2023-04-12","7551","4979","3666"
"The Merion","https://my.matterport.com/models/HiWsQ76utc9","Model Homes","Merion 5NJ, Brighton by Toll Brothers - Heritage Collection","Toll Brothers","","Middletown, DE, USA","Public","Not Deleted","2022-06-15","6842","3404","2319"
"The Mangrove Coastal","https://my.matterport.com/models/hj5QVmJoPyX","Model Homes","Mangrove 64E, Hamilton Place 4428","Toll Brothers","","","Public","Not Deleted","2020-07-27","22822","12843","7431"
"The Cowan Elite Glenshire","https://my.matterport.com/models/HK5entUYwTr","Model Homes","Cowan Elite 6QQ, Creekside at Blue Bell 7554","Toll Brothers","","652 Levering St, Blue Bell, PA, 19422, US","Public","Not Deleted","2021-12-21","3157","1911","1155"
"121E22ND - Residence N1602","https://my.matterport.com/models/hkA5Bm3o6hx","Archived","121 East 22nd 4041","Toll Brothers City Living","","121 East 22nd Street, New York, NY, 10010, US","Not Public","Not Deleted","2020-05-16","7928","3069","2545"
"The Foggy Bottom Greensboro","https://my.matterport.com/models/HMNpJxES7Pb","Model Homes","Foggy Bottom 61R, Metro Walk @ Moorefield Stn-Towns 4557","Toll Brothers","","Old Ryan Road & Moorefield Boulevard Ashburn VA 20148 United States","Public","Not Deleted","2021-02-06","20524","13139","8378"
"Toll Brothers at Skye Canyon Valera Collection - Carini Spanish Contemporary","https://my.matterport.com/models/hnEvVgYbhRG","Model Homes","Carini 6XX, Toll Brothers at Skye Canyon Valera 7847","Toll Brothers","","9000 Cielo Cyn, St Las Vegas, NV, 89124, US","Public","Not Deleted","2022-10-19","16501","9299","6205"
"The Miller Devonshire","https://my.matterport.com/models/HPrHggN6GHb","Model Homes","Miller 6RS,  Toll Brothers at Northbank 7656","Toll Brothers","","3100 Schirra Ln, Philadelphia, PA, 19125, US","Public","Not Deleted","2022-03-08","13326","7134","4764"
"The Dunavant Elite","https://my.matterport.com/models/hQErL1549Mi","Model Homes","Dunavant Elite 6P9, Tremont Station 7654","Toll Brothers","","524 W Tremont Ave, Charlotte, NC, 28203, US","Public","Not Deleted","2022-04-11","7207","4470","3076"
"The Litchfield","https://my.matterport.com/models/HQhtSB8Egwk","QMI - Unstaged Homes","Litchfield 098, Loudoun Valley - The Ridges 2392","Toll Brothers","","43031 Foxtrail Woods Terrace # 114, Ashburn, Virginia, 20148, US","Public","Not Deleted","2020-05-05","1645","972","588"
"Charlotte","https://my.matterport.com/models/hsuwq5yUzZE","Hold file/Send Backs","","Toll Brothers","","Charlotte, NC","Not Public","Not Deleted","2022-06-01","0","0","0"
"The Bluebell","https://my.matterport.com/models/HTPNyuuj2KJ","Archived","Binghamton 0R6, Regency at Glen Ellen - The Villa Col. 3879","Toll Brothers","","18 Glen Ellen Boulevard, Millis, MA, 02054, US","Not Public","Not Deleted","2020-04-05","675","383","218"
"Outlook Elite","https://my.matterport.com/models/HTr9bVfZuiN","Model Homes","Outlook Elite 6W5, Westridge at Metro Heights 6625","Toll Brothers","","685 Alder Wy, Montebello, CA, 90640, US","Public","Not Deleted","2022-09-16","12139","8096","5320"
"The Clubhouse at Toll Brothers at Preserve at White Oak","https://my.matterport.com/models/hvzE9HnbD9o","Archived","Toll Brothers Preserve at White Oak 7768","Toll Brothers","","775 White Oak Grove Way, Apex, NC, 27523, US","Not Public","Not Deleted","2021-08-18","9483","5177","4090"
"The La Isla Coastal","https://my.matterport.com/models/HW9ZEu7Eh3p","QMI - Unstaged Homes","La Isla 5MK, Sandpiper Pointe at Deerfield Beach 4148","Toll Brothers","","1842 Sandpiper Pointe Place, Deerfield Beach, FL, 33442, US","Public","Not Deleted","2020-08-26","639","513","386"
"The Olivia","https://my.matterport.com/models/i6t5qfi3jr1","Model Homes","Olivia 6B3, Carriage Hill West - Garden 4343","Toll Brothers","","12787 S. Farrara Way, Nampa, Idaho, 83686, US","Public","Not Deleted","2020-09-29","38572","22304","13470"
"The Rockport","https://my.matterport.com/models/iB5rePy6G14","QMI - Unstaged Homes","Rockport 5PS, Toll Brothers at Edelweiss 4626","Toll Brothers","","14783 S Glacial Peak Drive, Draper, UT, 84020, US","Public","Not Deleted","2020-10-16","18460","10308","6805"
"The Hillside Farmhouse","https://my.matterport.com/models/ic53sAsSATU","Model Homes","Hillside 6F9, Holbrook Reserve 7411","Toll Brothers","","3525 Brynhurst Drive, Cumming, GA, 30028, US","Public","Not Deleted","2021-01-27","166968","92842","52105"
"1425 Hudson St - Unit 5G","https://my.matterport.com/models/iCkCnKoRHNo","Archived","1425 Hudson Street at Hudson Tea 2179","Toll Brothers City Living","","1425 Hudson Street, Hoboken, NJ, 07030, US","Not Public","Not Deleted","2021-04-08","1","1","1"
"The Aubrey Transitional","https://my.matterport.com/models/iCWQFbxT7Bz","QMI - Unstaged Homes","Aubrey 5QL, Woodson's Reserve - Villa Collection 4715","Toll Brothers","","28222 Clear Breeze Court, Spring, TX, 77386, US","Public","Not Deleted","2020-12-02","142","126","91"
"The Declan Farmhouse","https://my.matterport.com/models/id8Rnbz6khi","Model Homes","Declan 4HP, Franklin Station - The Villages Collection 4459","Toll Brothers","","112 Segel Drive, Media, PA, 19063, US","Public","Not Deleted","2021-03-03","11771","7365","4816"
"The Palma Transitional","https://my.matterport.com/models/ijfyUbFFUpW","Model Homes","Palma 6HT, Hillcrest at Porter Ranch-Overlook Coll. 7741","Toll Brothers","","20608 W. Overlook Ct, Porter Ranch, CA, 91326, US","Public","Not Deleted","2022-04-26","16882","9196","5983"
"The Madeira Palm Beach","https://my.matterport.com/models/ip8TNtQidPn","QMI - Unstaged Homes","Madeira 2QR, Lakeshore - Executive Collection 3546","Toll Brothers","","8331 Topsail Pl, Winter Garden, FL, 34787, US","Public","Not Deleted","2020-11-02","453","348","276"
"The Montlake Elite NW Contemporary","https://my.matterport.com/models/iusrJEo9uTb","Model Homes","Montlake Elite 62P, 220 Towns at Canyon Park 4680","Toll Brothers","","2409 219th Pl SE, Bothell, WA, 98021, US","Public","Not Deleted","2021-02-10","19621","13975","8610"
"The Wilmot Coastal","https://my.matterport.com/models/iuuUXqbweNc","Model Homes","Wilmot 5BS, Riverside Oaks 4485","Toll Brothers","","3682 Arbordale Loop, Sanford, FL, 32771, US","Public","Not Deleted","2020-07-30","37027","18766","11507"
"The Destin Modern Farmhouse","https://my.matterport.com/models/iZA763QfWaM","Model Homes","Destin 63U, Lake Castleberry 7493","Toll Brothers","","246 Great Bynum Drive, Apex, NC, 27523, US","Public","Not Deleted","2021-01-24","51716","32032","17698"
"The Virginia Design Studio","https://my.matterport.com/models/j25atjjbqbw","Archived","Virgina Design Studio","Toll Brothers","","14840 Conference Center Drive, Chantilly, VA, 20151, US","Not Public","Not Deleted","2020-04-07","7192","3294","1895"
"Daphine II Model Home","https://my.matterport.com/models/J27nMYsiu9n","Model Homes","Daphne II 7W0, Elan at Wolf Ranch 7779","Toll Brothers","","9297 Glitter Wy, Colorado Springs, CO, 80924, US","Public","Not Deleted","2023-03-20","2657","1548","1018"
"Brennan Prairie","https://my.matterport.com/models/j6UhYmX18SS","QMI - Unstaged Homes","Brennan 6BB, Carriage Hill West - Woodland 4344","Toll Brothers","","12643 S Teano Ave, Nampa, ID, 83686, US","Public","Not Deleted","2022-11-09","253","151","95"
"The Olmsted South Shore","https://my.matterport.com/models/J77mrecquxr","QMI - Staged Homes","Olmsted 6JK, Canton Reserve 7440","Toll Brothers","","40 Stillwater Rd, Canton, MA, 02021, US","Public","Not Deleted","2022-04-06","122","114","57"
"Untitled","https://my.matterport.com/models/J7BsrosDHvc","To be edited","","Toll Brothers","","1101 Buckingham Place, Copper Canyon Texas 75077","Not Public","Not Deleted","2022-11-11","0","0","0"
"The Emery Chateau","https://my.matterport.com/models/J8GAVUo4pYK","QMI - Unstaged Homes","Emery 4D0, Star Trail 6020","Toll Brothers","","740 Star Meadow Drive, Prosper, TX, 75078, US","Public","Not Deleted","2021-03-05","4408","2372","1787"
"Albrecht 3D Walkthrough","https://my.matterport.com/models/J8Ugq6wKLDs","Model Homes","Albrecht 7SU, Toll Brothers at Hudson Landing 8243","Toll Brothers","","909 Brockway Rd Toll Brothers, Wappingers Falls, NY, 12590, US","Public","Not Deleted","2023-02-15","6808","3944","2335"
"Loralai Mission","https://my.matterport.com/models/J8ZWdawMx2H","QMI - Unstaged Homes","Loralai 48S, Woodson's Reserve - Select Collection 3622","Toll Brothers","","28096 Woodland Bend Way, Spring, TX, 77386, US","Public","Not Deleted","2022-05-17","149","102","78"
"OLD/DELETE: Bellina Spanish Colonial","https://my.matterport.com/models/jAD5nA7eyPc","QMI - Unstaged Homes","Bellina 48G, Borello Ranch Estates 6141","Toll Brothers","","2100 Via Sebastian, Morgan Hill CA 95037","Public","Not Deleted","2022-11-09","2129","1429","925"
"Collins Model Home","https://my.matterport.com/models/jAGFXBSwaEt","Model Homes","Collins 3W1, Aliso Creek - Garden 7783","Toll Brothers","","12617 W Pine Grass St, Star, ID, 83669, US","Public","Not Deleted","2023-04-14","3943","2266","1650"
"The Welsford Farmhouse","https://my.matterport.com/models/JaGKdZAqbcE","QMI - Unstaged Homes","Welsford 5BV, Riverside Oaks 4485","Toll Brothers","","3698 Arbordale Loop, Sanford, FL, 32771, US","Public","Not Deleted","2020-12-30","17933","8766","6179"
"Tour Our New Model Residence","https://my.matterport.com/models/JaqQRvWrGEd","Archived","77 Charlton 3435","Toll Brothers City Living","","77 Charlton Street, New York, NY, 10014, US","Not Public","Not Deleted","2021-04-15","26012","5158","4082"
"Lustro Grande","https://my.matterport.com/models/JBbkVw7Ladj","Model Homes","Lustro 6Y7, Toll Brothers at Inspirada - Amiata 7261","Toll Brothers","","2521 Cracked Stone St, Henderson, NV, 89044, US","Public","Not Deleted","2023-02-10","4115","2401","1648"
"The Zachary Italianate","https://my.matterport.com/models/jC4g2WaN6ET","Model Homes","Zachary 6PD, Regency at Stonebrook - Oakhill 7621","Toll Brothers","","7481 Rustic Sky Ct, Sparks, NV, 89436, US","Public","Not Deleted","2021-12-10","3292","2014","1470"
"Junior Olympic Pool and Spa at Apex at Lawrence Station","https://my.matterport.com/models/jcJjT3yf4y9","Archived","Apex at Lawrence Station 4059","Toll Brothers","","2961 Corvin Dr, Santa Clara, CA, 95051, US","Not Public","Not Deleted","2021-10-19","627","217","193"
"The Vetri Aberdeen","https://my.matterport.com/models/jcxX76JUkVm","Model Homes","Vetri 6UZ, Doylestown Walk 3899","Toll Brothers","","52 Tradesville Dr, Doylestown, PA, 18901, US","Public","Not Deleted","2022-05-14","15548","9075","6341"
"The Martine Modern Prairie","https://my.matterport.com/models/Jdd8dZaHLL1","Model Homes","Martine 6PJ, Regency at Stonebrook - Windsong 7619","Toll Brothers","","7481 Rustic Sky Ct, Sparks, NV, 89436, US","Public","Not Deleted","2021-12-10","4523","2789","1943"
"The Caullins Desert Contemporary","https://my.matterport.com/models/jE6gBbjWok2","Model Homes","Caullins 57S, Sereno Canyon - Enclave Collection 4034","Toll Brothers","","24985 N 125th Pl, Scottsdale, AZ, 85255, US","Public","Not Deleted","2022-01-06","24624","14136","10231"
"Angelo High Plains","https://my.matterport.com/models/jfZERcQc5uZ","QMI - Unstaged Homes","Angelo 6CP, Lakes at Creekside - Premier 7494","Toll Brothers","","24623 Keswick Vly Wy, The Woodlands, TX, 77375, US","Public","Not Deleted","2023-03-16","610","410","291"
"Stanwick Classic Home Site 109","https://my.matterport.com/models/jHNV6s6BBz8","QMI - Unstaged Homes","Stanwick 49A, Hillcrest at Porter Ranch - Beacon 6106","Toll Brothers","","20517 Deer Grass Ct, Northridge, CA, 91326, US","Public","Not Deleted","2023-03-11","1641","1055","724"
"The Alston Craftsman","https://my.matterport.com/models/JHS4V947gce","QMI - Unstaged Homes","Alston 6C9, Retreat at Cedar Crossing 4726","Toll Brothers","","1311 Mascoma Dr, Apex, NC, 27502, US","Public","Not Deleted","2021-10-08","20737","10498","8474"
"The Warner","https://my.matterport.com/models/jJVUB13q5he","QMI - Unstaged Homes","Warner 3YQ, Woodson's Reserve - Select Collection 3622","Toll Brothers","","28471 Sunrise View Drive, Spring, TX, 77386, US","Public","Not Deleted","2020-08-22","11901","8507","4734"
